Node1	Node2
CJ0127C	CJ0381C
CJ0127C	CJ0410
CJ0127C	CJ0443
CJ0127C	CJ0524
CJ0127C	CJ0627
CJ0127C	CJ0646
CJ0127C	CJ0713
CJ0127C	CJ0715
CJ0127C	CJ0859C
CJ0127C	CJ0921C
CJ0127C	CJ1004
CJ0127C	CJ1025C
CJ0127C	CJ1230
CJ0127C	CJ1326
CJ0127C	CJ1473C
CJ0127C	CJ1510C
CJ0127C	CJ1563C
CJ0127C	CJ1600
CJ0128C	CJ1197C
CJ0128C	CJ1260C
CJ0130	CJ0921C
CJ0133	CJ0696
CJ0133	CJ0720C
CJ0134	CJ1183C
CJ0135	CJ0465C
CJ0135	CJ1607
CJ0137	CJ0909
CJ0138	CJ0491
CJ0140	CJ0960C
CJ0140	CJ1460
CJ0144	CJ1260C
CJ0144	CJ1380
CJ0145	CJ1260C
CJ0146C	CJ0147C
CJ0146C	CJ0420
CJ0146C	CJ0531
CJ0146C	CJ0835C
CJ0146C	CJ1201
CJ0146C	CJ1639
CJ0146C	CJ1717C
CJ0147C	CJ0263
CJ0147C	CJ0364
CJ0147C	CJ0586
CJ0147C	CJ0842
CJ0147C	CJ1116C
CJ0147C	CJ1397
CJ0147C	CJ1537C
CJ0147C	CJ1609
CJ0148C	CJ0428
CJ0148C	CJ1004
CJ0148C	CJ1109
CJ0148C	CJ1273C
CJ0149C	CJ0253
CJ0151C	CJ1197C
CJ0154C	CJ0190C
CJ0154C	CJ0381C
CJ0154C	CJ0595C
CJ0154C	CJ1004
CJ0154C	CJ1025C
CJ0154C	CJ1197C
CJ0154C	CJ1394
CJ0154C	CJ1647
CJ0155C	CJ0551
CJ0155C	CJ0637C
CJ0155C	CJ1718C
CJ0156C	CJ0575
CJ0156C	CJ1260C
CJ0158C	CJ0296C
CJ0158C	CJ0372
CJ0158C	CJ0417
CJ0158C	CJ0424
CJ0158C	CJ0584
CJ0158C	CJ0596
CJ0158C	CJ0637C
CJ0158C	CJ0741
CJ0158C	CJ0772C
CJ0158C	CJ0909
CJ0158C	CJ0921C
CJ0158C	CJ0950C
CJ0158C	CJ1012C
CJ0158C	CJ1094C
CJ0158C	CJ1106
CJ0158C	CJ1224
CJ0158C	CJ1291C
CJ0158C	CJ1302
CJ0158C	CJ1460
CJ0158C	CJ1606C
CJ0158C	CJ1648
CJ0159C	CJ1002C
CJ0159C	CJ1275C
CJ0159C	CJ1666C
CJ0160C	CJ0473
CJ0160C	CJ0596
CJ0160C	CJ0772C
CJ0160C	CJ0778
CJ0160C	CJ0797C
CJ0160C	CJ0921C
CJ0160C	CJ0950C
CJ0160C	CJ1026C
CJ0160C	CJ1090C
CJ0160C	CJ1153
CJ0160C	CJ1260C
CJ0160C	CJ1617
CJ0161C	CJ1546
CJ0162C	CJ0168C
CJ0162C	CJ0175C
CJ0162C	CJ0289C
CJ0162C	CJ0303C
CJ0162C	CJ0371
CJ0162C	CJ0390
CJ0162C	CJ0420
CJ0162C	CJ0424
CJ0162C	CJ0592C
CJ0162C	CJ0596
CJ0162C	CJ0606
CJ0162C	CJ0734C
CJ0162C	CJ0772C
CJ0162C	CJ0906C
CJ0162C	CJ0921C
CJ0162C	CJ0926
CJ0162C	CJ0950C
CJ0162C	CJ0954C
CJ0162C	CJ0979C
CJ0162C	CJ1012C
CJ0162C	CJ1106
CJ0162C	CJ1207C
CJ0162C	CJ1279C
CJ0162C	CJ1355
CJ0162C	CJ1444C
CJ0162C	CJ1496C
CJ0162C	CJ1532
CJ0162C	CJ1553C
CJ0162C	CJ1653C
CJ0162C	CJ1664
CJ0163C	CJ0337C
CJ0163C	CJ0575
CJ0163C	CJ0664C
CJ0163C	CJ0920C
CJ0163C	CJ1079
CJ0163C	CJ1106
CJ0163C	CJ1480C
CJ0166	CJ0913C
CJ0167C	CJ1471C
CJ0167C	CJ1642
CJ0168C	CJ0371
CJ0168C	CJ0390
CJ0168C	CJ0551
CJ0168C	CJ0599
CJ0168C	CJ0637C
CJ0168C	CJ0772C
CJ0168C	CJ0926
CJ0168C	CJ0965C
CJ0168C	CJ1002C
CJ0168C	CJ1012C
CJ0168C	CJ1014C
CJ0168C	CJ1022C
CJ0168C	CJ1108
CJ0168C	CJ1209
CJ0168C	CJ1224
CJ0168C	CJ1408
CJ0168C	CJ1483C
CJ0168C	CJ1532
CJ0168C	CJ1642
CJ0168C	CJ1664
CJ0168C	CJ1665
CJ0168C	CJ1666C
CJ0171	CJ1268C
CJ0172C	CJ0326
CJ0172C	CJ0392C
CJ0172C	CJ0980
CJ0172C	CJ1720
CJ0173C	CJ0463
CJ0173C	CJ0465C
CJ0173C	CJ0575
CJ0175C	CJ0404
CJ0175C	CJ0852C
CJ0175C	CJ0989
CJ0175C	CJ1004
CJ0175C	CJ1225
CJ0175C	CJ1256C
CJ0175C	CJ1394
CJ0175C	CJ1648
CJ0176C	CJ0422C
CJ0177	CJ0465C
CJ0177	CJ0599
CJ0177	CJ0720C
CJ0177	CJ0926
CJ0179	CJ0575
CJ0180	CJ0181
CJ0180	CJ0852C
CJ0180	CJ0954C
CJ0180	CJ1011
CJ0180	CJ1012C
CJ0180	CJ1094C
CJ0180	CJ1272C
CJ0180	CJ1355
CJ0180	CJ1648
CJ0180	CJ1653C
CJ0180	CJ1687
CJ0181	CJ0390
CJ0181	CJ0579C
CJ0182	CJ1536C
CJ0185C	CJ0422C
CJ0187C	CJ0392C
CJ0188C	CJ0799C
CJ0188C	CJ1002C
CJ0188C	CJ1563C
CJ0189C	CJ0417
CJ0189C	CJ0450C
CJ0189C	CJ0491
CJ0189C	CJ0884
CJ0189C	CJ0921C
CJ0189C	CJ1026C
CJ0189C	CJ1416C
CJ0189C	CJ1507C
CJ0189C	CJ1532
CJ0189C	CJ1666C
CJ0189C	CJ1691C
CJ0189C	CJ1707C
CJ0190C	CJ0231C
CJ0190C	CJ0241C
CJ0190C	CJ0311
CJ0190C	CJ0370
CJ0190C	CJ0475
CJ0190C	CJ0584
CJ0190C	CJ0596
CJ0190C	CJ0634
CJ0190C	CJ0741
CJ0190C	CJ0807
CJ0190C	CJ0918C
CJ0190C	CJ0985C
CJ0190C	CJ1048C
CJ0190C	CJ1094C
CJ0190C	CJ1109
CJ0190C	CJ1206C
CJ0190C	CJ1207C
CJ0190C	CJ1215
CJ0190C	CJ1236
CJ0190C	CJ1456C
CJ0190C	CJ1692C
CJ0190C	CJ1707C
CJ0190C	CJ1708C
CJ0190C	CJ1716C
CJ0191C	CJ1642
CJ0191C	CJ1679
CJ0192C	CJ0417
CJ0192C	CJ0715
CJ0192C	CJ0920C
CJ0192C	CJ1014C
CJ0192C	CJ1206C
CJ0192C	CJ1481C
CJ0192C	CJ1666C
CJ0193C	CJ0628
CJ0194	CJ0720C
CJ0195	CJ0720C
CJ0195	CJ1708C
CJ0197C	CJ0670
CJ0197C	CJ1297
CJ0197C	CJ1617
CJ0197C	CJ1679
CJ0198C	CJ1157
CJ0200C	CJ1460
CJ0200C	CJ1648
CJ0206	CJ1004
CJ0223	CJ1004
CJ0224	CJ0909
CJ0224	CJ1692C
CJ0225	CJ0584
CJ0225	CJ0627
CJ0225	CJ0700
CJ0225	CJ0837C
CJ0225	CJ1004
CJ0227	CJ0241C
CJ0227	CJ0909
CJ0227	CJ0979C
CJ0227	CJ0998C
CJ0227	CJ1159C
CJ0227	CJ1215
CJ0227	CJ1224
CJ0227	CJ1236
CJ0227	CJ1692C
CJ0228C	CJ0909
CJ0228C	CJ1428C
CJ0229	CJ0483
CJ0229	CJ0797C
CJ0231C	CJ0401
CJ0231C	CJ0426
CJ0231C	CJ0909
CJ0231C	CJ1110C
CJ0231C	CJ1307
CJ0231C	CJ1360C
CJ0231C	CJ1692C
CJ0232C	CJ0720C
CJ0233C	CJ0920C
CJ0237	CJ1666C
CJ0239C	CJ0240C
CJ0239C	CJ0325
CJ0239C	CJ0909
CJ0239C	CJ1692C
CJ0239C	CJ1708C
CJ0240C	CJ0980
CJ0240C	CJ1014C
CJ0241C	CJ0348
CJ0241C	CJ0356C
CJ0241C	CJ0440C
CJ0241C	CJ1108
CJ0241C	CJ1195C
CJ0241C	CJ1263
CJ0241C	CJ1394
CJ0241C	CJ1718C
CJ0241C	CJ1726C
CJ0243C	CJ0348
CJ0243C	CJ0374
CJ0243C	CJ0800C
CJ0243C	CJ1025C
CJ0244	CJ0372
CJ0244	CJ0551
CJ0244	CJ0637C
CJ0244	CJ0880C
CJ0244	CJ1014C
CJ0244	CJ1666C
CJ0245	CJ0939C
CJ0246C	CJ0720C
CJ0247C	CJ1471C
CJ0249	CJ0424
CJ0249	CJ0627
CJ0249	CJ0670
CJ0249	CJ1004
CJ0249	CJ1532
CJ0251C	CJ0327
CJ0251C	CJ0422C
CJ0251C	CJ0551
CJ0251C	CJ0637C
CJ0251C	CJ0758
CJ0251C	CJ0913C
CJ0251C	CJ0977
CJ0252	CJ0700
CJ0252	CJ0910
CJ0252	CJ1197C
CJ0252	CJ1650
CJ0253	CJ0390
CJ0253	CJ0428
CJ0253	CJ0627
CJ0253	CJ0629
CJ0253	CJ0705
CJ0253	CJ0715
CJ0253	CJ0915
CJ0253	CJ0939C
CJ0253	CJ1004
CJ0253	CJ1108
CJ0253	CJ1272C
CJ0253	CJ1326
CJ0253	CJ1607
CJ0254	CJ0780
CJ0254	CJ1260C
CJ0256	CJ0463
CJ0256	CJ0584
CJ0256	CJ0697
CJ0257	CJ0909
CJ0257	CJ0921C
CJ0260C	CJ0422C
CJ0260C	CJ0551
CJ0261C	CJ1197C
CJ0262C	CJ0283C
CJ0262C	CJ0285C
CJ0262C	CJ0884
CJ0264C	CJ0575
CJ0268C	CJ0390
CJ0268C	CJ0909
CJ0268C	CJ1692C
CJ0269C	CJ0968
CJ0270	CJ0422C
CJ0270	CJ0551
CJ0270	CJ0637C
CJ0270	CJ0913C
CJ0270	CJ0980
CJ0270	CJ1014C
CJ0270	CJ1026C
CJ0270	CJ1198
CJ0270	CJ1666C
CJ0271	CJ0584
CJ0271	CJ1197C
CJ0271	CJ1650
CJ0273	CJ0287C
CJ0273	CJ0383C
CJ0273	CJ0595C
CJ0273	CJ1020C
CJ0273	CJ1297
CJ0273	CJ1518
CJ0273	CJ1720
CJ0274	CJ0392C
CJ0274	CJ0764C
CJ0274	CJ1118C
CJ0276	CJ1251
CJ0281C	CJ0416
CJ0282C	CJ0637C
CJ0282C	CJ0883C
CJ0282C	CJ0909
CJ0283C	CJ0284C
CJ0283C	CJ1004
CJ0283C	CJ1708C
CJ0284C	CJ0384C
CJ0284C	CJ0575
CJ0284C	CJ0643
CJ0284C	CJ0703
CJ0284C	CJ0768C
CJ0284C	CJ0943
CJ0284C	CJ1118C
CJ0284C	CJ1647
CJ0285C	CJ0409
CJ0285C	CJ0448C
CJ0285C	CJ0534
CJ0285C	CJ0649
CJ0285C	CJ0813
CJ0285C	CJ0990C
CJ0285C	CJ1025C
CJ0285C	CJ1079
CJ0285C	CJ1110C
CJ0285C	CJ1114C
CJ0285C	CJ1456C
CJ0285C	CJ1494C
CJ0285C	CJ1514C
CJ0285C	CJ1636C
CJ0285C	CJ1647
CJ0286C	CJ0637C
CJ0287C	CJ0325
CJ0287C	CJ0909
CJ0287C	CJ1349C
CJ0289C	CJ0596
CJ0289C	CJ0772C
CJ0289C	CJ0778
CJ0289C	CJ0797C
CJ0289C	CJ0973
CJ0289C	CJ0989
CJ0289C	CJ1291C
CJ0289C	CJ1642
CJ0289C	CJ1664
CJ0290C	CJ0336C
CJ0290C	CJ0390
CJ0290C	CJ0544
CJ0290C	CJ0579C
CJ0290C	CJ0599
CJ0290C	CJ0734C
CJ0290C	CJ1408
CJ0290C	CJ1532
CJ0292C	CJ0837C
CJ0292C	CJ1642
CJ0293	CJ0542
CJ0293	CJ1002C
CJ0293	CJ1337
CJ0293	CJ1453C
CJ0293	CJ1458C
CJ0293	CJ1599
CJ0293	CJ1726C
CJ0294	CJ0312
CJ0295	CJ0909
CJ0296C	CJ0909
CJ0297C	CJ1602
CJ0302C	CJ0524
CJ0302C	CJ0637C
CJ0302C	CJ0909
CJ0302C	CJ1648
CJ0303C	CJ1256C
CJ0306C	CJ0627
CJ0307	CJ0350
CJ0307	CJ0637C
CJ0307	CJ1083C
CJ0307	CJ1183C
CJ0307	CJ1198
CJ0307	CJ1274C
CJ0314	CJ0392C
CJ0314	CJ0909
CJ0314	CJ0980
CJ0314	CJ1251
CJ0316	CJ0909
CJ0316	CJ1692C
CJ0319	CJ0581
CJ0319	CJ0724
CJ0319	CJ0883C
CJ0319	CJ1207C
CJ0319	CJ1411C
CJ0320	CJ1697C
CJ0321	CJ0423
CJ0321	CJ0564
CJ0321	CJ0852C
CJ0321	CJ1671C
CJ0321	CJ1714
CJ0322	CJ0417
CJ0322	CJ0909
CJ0325	CJ0341C
CJ0325	CJ0374
CJ0325	CJ0429C
CJ0325	CJ0575
CJ0325	CJ0647
CJ0325	CJ0892C
CJ0325	CJ0910
CJ0325	CJ0962
CJ0325	CJ1004
CJ0325	CJ1025C
CJ0325	CJ1057C
CJ0325	CJ1079
CJ0325	CJ1230
CJ0325	CJ1465
CJ0325	CJ1480C
CJ0325	CJ1653C
CJ0325	CJ1702C
CJ0326	CJ0575
CJ0326	CJ0725C
CJ0326	CJ0837C
CJ0326	CJ0841C
CJ0326	CJ0913C
CJ0326	CJ0972
CJ0326	CJ1004
CJ0326	CJ1012C
CJ0326	CJ1025C
CJ0326	CJ1519
CJ0326	CJ1536C
CJ0327	CJ0471
CJ0327	CJ0720C
CJ0327	CJ0797C
CJ0327	CJ0839C
CJ0327	CJ0909
CJ0327	CJ0986C
CJ0327	CJ1115C
CJ0327	CJ1632C
CJ0328C	CJ0499
CJ0328C	CJ0909
CJ0328C	CJ1692C
CJ0329C	CJ0424
CJ0329C	CJ0909
CJ0329C	CJ1692C
CJ0331C	CJ0909
CJ0331C	CJ1701C
CJ0332C	CJ0432C
CJ0332C	CJ0909
CJ0333C	CJ0465C
CJ0334	CJ0720C
CJ0335	CJ0909
CJ0335	CJ1094C
CJ0335	CJ1251
CJ0335	CJ1664
CJ0335	CJ1692C
CJ0336C	CJ0390
CJ0336C	CJ0599
CJ0336C	CJ0797C
CJ0336C	CJ0926
CJ0336C	CJ0989
CJ0336C	CJ1012C
CJ0336C	CJ1094C
CJ0336C	CJ1256C
CJ0336C	CJ1408
CJ0336C	CJ1648
CJ0336C	CJ1714
CJ0340	CJ0909
CJ0340	CJ1692C
CJ0341C	CJ0909
CJ0341C	CJ1221
CJ0347	CJ0448C
CJ0347	CJ0700
CJ0347	CJ1197C
CJ0348	CJ0349
CJ0348	CJ0715
CJ0348	CJ0742
CJ0348	CJ0909
CJ0348	CJ0913C
CJ0348	CJ0979C
CJ0348	CJ0986C
CJ0348	CJ0998C
CJ0348	CJ1004
CJ0348	CJ1014C
CJ0348	CJ1157
CJ0348	CJ1159C
CJ0348	CJ1215
CJ0348	CJ1224
CJ0348	CJ1236
CJ0348	CJ1426C
CJ0348	CJ1456C
CJ0348	CJ1664
CJ0348	CJ1692C
CJ0348	CJ1693C
CJ0348	CJ1726C
CJ0350	CJ0402
CJ0350	CJ0542
CJ0350	CJ0670
CJ0350	CJ0712
CJ0350	CJ0791C
CJ0350	CJ0834C
CJ0350	CJ0895C
CJ0350	CJ1186C
CJ0350	CJ1250
CJ0350	CJ1270C
CJ0350	CJ1295
CJ0350	CJ1378
CJ0350	CJ1399C
CJ0350	CJ1430C
CJ0350	CJ1450
CJ0350	CJ1454C
CJ0350	CJ1641
CJ0350	CJ1672C
CJ0351	CJ0392C
CJ0351	CJ1607
CJ0352	CJ1197C
CJ0353C	CJ0986C
CJ0353C	CJ1002C
CJ0353C	CJ1206C
CJ0354C	CJ0465C
CJ0354C	CJ0913C
CJ0354C	CJ1607
CJ0356C	CJ0884
CJ0356C	CJ1594
CJ0356C	CJ1692C
CJ0356C	CJ1726C
CJ0357C	CJ1197C
CJ0357C	CJ1275C
CJ0357C	CJ1291C
CJ0357C	CJ1666C
CJ0358	CJ0416
CJ0360	CJ0778
CJ0360	CJ1720
CJ0361	CJ1197C
CJ0362	CJ0584
CJ0362	CJ1197C
CJ0362	CJ1650
CJ0364	CJ0592C
CJ0365C	CJ0599
CJ0365C	CJ0610C
CJ0365C	CJ0668
CJ0368C	CJ1720
CJ0369C	CJ0697
CJ0369C	CJ0720C
CJ0370	CJ0551
CJ0370	CJ0715
CJ0370	CJ1004
CJ0370	CJ1089C
CJ0370	CJ1230
CJ0370	CJ1394
