Node1	Node2
FLID	FLIP
FLID	FLIR
FLID	FLIS
FLID	FLIT
FLIE	FLIF
FLIE	FLIG
FLIE	FLIH
FLIE	FLII
FLIE	FLIJ
FLIE	FLIK
FLIE	FLIL
FLIE	FLIM
FLIE	FLIP
FLIE	FLIQ
FLIE	FLIR
FLIF	FLIG
FLIF	FLIH
FLIF	FLII
FLIF	FLIJ
FLIF	FLIL
FLIF	FLIM
FLIF	FLIN
FLIF	FLIP
FLIF	FLIS
FLIG	FLIH
FLIG	FLII
FLIG	FLIM
FLIG	FLIN
FLIG	FLIP
FLIG	FLIQ
FLIG	FLIS
FLIH	FLII
FLII	FLIJ
FLII	FLIK
FLII	FLIM
FLII	FLIP
FLII	FLIQ
FLII	FLIR
FLII	FLIS
FLIJ	FLIK
FLIJ	FLIL
FLIJ	FLIM
FLIJ	FLIP
FLIJ	FLIQ
FLIJ	FLIR
FLIK	FLIM
FLIK	FLIO
FLIK	FLIP
FLIK	FLIQ
FLIK	FLIR
FLIL	FLIM
FLIL	FLIN
FLIL	FLIO
FLIL	FLIP
FLIL	FLIQ
FLIL	FLIR
FLIM	FLIN
FLIM	FLIO
FLIM	FLIP
FLIM	FLIQ
FLIM	FLIR
FLIN	FLIO
FLIN	FLIP
FLIN	FLIQ
FLIN	FLIR
FLIO	FLIP
FLIO	FLIQ
FLIO	FLIR
FLIP	FLIQ
FLIP	FLIR
FLIQ	FLIR
FLIS	FLIT
FLIY	FLIZ
FLIY	GLNP
FLIY	GLTK
FLIY	HISM
FLIY	HISQ
FLIY	YECS
FLIY	YHDY
FOLA	KEFC
FOLC	PURF
FOLE	GLYA
FRDA	FRDB
FRDB	SDHA
FRR	PYRH
FRR	RPSA
FRR	RPSB
FRR	TSF
FRUR	GALR
FRUR	PURR
FTSE	FTSY
FTSE	RPOH
FTSQ	FTSZ
FTSQ	MRAY
FTSQ	MURC
FTSQ	MURD
FTSQ	MURE
FTSQ	MURF
FTSQ	PRLA
FTSQ	SECA
FTSZ	LPXC
FTSZ	MINC
FTSZ	MRAY
FTSZ	MUKB
FTSZ	MURC
FTSZ	MURD
FTSZ	MURE
FTSZ	MURF
FTSZ	SECA
FTSZ	SULA
FTSZ	ZIPA
FUR	RECN
FUSA	RPLA
FUSA	RPLC
FUSA	RPLD
FUSA	RPLE
FUSA	RPLF
FUSA	RPLK
FUSA	RPLV
FUSA	RPOB
FUSA	RPSE
FUSA	RPSG
FUSA	RPSJ
FUSA	RPSL
FUSA	RPSM
FUSA	TUF
FUSA	YFCC
GABD	GABT
GADA	GROEL
GADA	SSB
GALF	GALU
GALF	RFBB
GALR	GALS
GALR	HUPA
GALR	PURR
GALS	MGLA
GALS	MGLC
GALU	HNS
GAPA	GROEL
GAPA	PGK
GAPA	TPIA
GCL	ILVB
GCL	ILVD
GCL	YAGF
GLF	GROEL
GLGA	GLGB
GLGA	GLGC
GLGA	GLGP
GLGA	GLGX
GLGB	GLGC
GLGB	GLGP
GLGB	GLGX
GLGC	GLGP
GLGC	GLGX
GLGP	GLGX
GLMM	NUSA
GLMM	RPLM
GLMS	GLMU
GLMS	PSTS
GLNA	GLNG
GLNA	GLNL
GLND	RPSB
GLNG	GLNL
GLNH	GLNP
GLNH	GLNQ
GLNH	GLTJ
GLNH	GLTK
GLNH	HISM
GLNH	HISQ
GLNH	YECS
GLNH	YHDX
GLNH	YHDY
GLNP	GLNQ
GLNP	HISJ
GLNP	HISP
GLNP	PHNC
GLNP	YHDZ
GLNQ	GLTK
GLNS	NAGA
GLTJ	GLTK
GLTJ	GLTL
GLTJ	YHDY
GLTK	HISJ
GLTK	HISP
GLTK	PHNC
GLTK	YECC
GLTK	YHDX
GLTK	YHDZ
GLTL	YECS
GLYQ	GLYS
GLYS	GROEL
GLYS	GYRA
GMHB	LPCA
GMK	PYRE
GMK	RECG
GMK	RPE
GPH	RPE
GPH	TRPS
GPPA	PPK
GPT	PROA
GREA	YHBC
GROEL	GRPE
GROEL	GYRA
GROEL	ILVI
GROEL	LEUA
GROEL	MAZG
GROEL	METE
GROEL	METK
GROEL	MIND
GROEL	NUSA
GROEL	NUSG
GROEL	PHES
GROEL	PSTB
GROEL	PTA
GROEL	PURC
GROEL	PYRB
GROEL	RECA
GROEL	RPLI
GROEL	RPLL
GROEL	RPOA
GROEL	RPOB
GROEL	RPOZ
GROEL	RPSB
GROEL	TDH
GROEL	THID
GROEL	THIG
GROEL	THIH
GROEL	THRS
GROEL	TUF
GROEL	YBBL
GROEL	YJEE
GRPE	RPLS
GRPE	RPOH
GRXB	PYRC
GSPE	GSPF
GSPF	YGGR
GUAA	GUAB
GUAA	PURF
GUAA	PURL
GUAA	PYRG
GUAA	XSEA
GUAB	XSEA
GYRA	NRDA
GYRA	OMPC
GYRA	UBIG
HDEA	HDEB
HEMA	HEMB
HEMA	HEML
HEMA	PRFA
HEMB	HEME
HEMB	HEML
HEME	HUPA
HEME	NFI
HEME	THIH
HEMK	PRFA
HFLC	HFLX
HFLC	MIAA
HFLX	MIAA
HIMD	HUPB
HIMD	RPSA
HISA	HISB
HISA	HISC
HISA	HISD
HISA	HISF
HISA	HISG
HISA	HISH
HISA	HISI
HISA	LEUA
HISA	TRPC
HISB	HISC
HISB	HISD
HISB	HISF
HISB	HISG
HISB	HISH
HISB	HISI
HISB	ILVC
HISC	HISD
HISC	HISF
HISC	HISG
HISC	HISH
HISC	HISI
HISD	HISF
HISD	HISG
HISD	HISH
HISD	HISI
HISF	HISG
HISF	HISH
HISF	HISI
HISG	HISH
HISG	HISI
HISH	HISI
HISJ	HISM
HISJ	HISQ
HISJ	YECS
HISJ	YHDY
HISM	HISQ
HISP	YHDY
HLPA	LPXD
HLPA	OMPA
HOLB	TMK
HPT	TILS
HSCA	ISCR
HSCA	ISCS
HSCC	RPOD
HSDM	HSDR
HSDM	HSDS
HSLU	HSLV
HSLU	XERC
HSLV	XERC
HTPG	RECR
HUPA	HUPB
HUPA	NFI
HUPB	LON
HUPB	RPSG
HYAA	HYAB
HYAA	HYBC
HYAB	HYBO
HYAE	HYAF
HYBC	HYBO
HYFI	NUOC
HYFI	NUOI
HYPB	HYPC
HYPB	HYPE
HYPC	HYPE
HYPE	HYPF
ICDA	LEUB
ICDA	LEUC
IDND	IDNO
ILES	LSPA
ILES	RPST
ILVB	ILVC
ILVB	ILVD
ILVB	ILVI
ILVC	ILVD
ILVC	ILVE
ILVC	ILVH
ILVC	LEUA
ILVC	LEUB
ILVC	LEUC
ILVC	LEUD
ILVC	YAGF
ILVD	ILVE
ILVD	ILVI
ILVD	LEUD
ILVE	ILVM
ILVH	ILVI
ILVH	LEUA
ILVI	YAGF
IMP	SURA
INFB	INFC
INFB	NLPI
INFB	NUSA
INFB	RPLL
INFB	RPSA
INFB	RPSM
INFB	RPSO
INFC	PHES
INFC	RPLT
INFC	RPMI
INFC	RPSG
INFC	RPSK
INFC	RPSM
INFC	RPSS
INFC	THRS
ISCR	ISCS
ISCS	MUKB
ISPD	ISPF
KBL	TDH
KDPA	KDPB
KDPA	KDPC
KDPA	KDPD
KDPA	KDPE
KDPB	KDPC
KDPB	KDPD
KDPB	KDPE
KDPC	KDPD
KDPC	KDPE
KDPD	KDPE
KDPD	PHOB
KDPE	OMPR
KDPE	PHOR
KDPE	TORR
KDPE	YEDW
KDSB	LPXK
KDSB	MSBA
KDSB	RPSA
KEFB	KEFC
LEPA	LEPB
LEPA	PDXJ
LEPB	NADB
LEUA	LEUB
LEUA	LEUC
LEUA	LEUD
LEUA	TRPC
LEUB	LEUC
LEUB	LEUD
LEUC	LEUD
LEUD	YBHJ
LIGA	RECA
LIGA	RECG
LIGA	UVRD
LIVF	LIVG
LIVF	LIVM
LIVF	YHBG
LIVG	LIVH
LIVG	LIVJ
LIVG	LIVK
LIVG	LIVM
LIVH	LIVJ
LIVH	LIVK
LIVH	LIVM
LIVH	UGPA
LIVJ	LIVK
LIVJ	LIVM
LIVK	LIVM
LIVM	YHBG
LOLA	RPSJ
LON	SULA
LPP	TOLB
LPP	TONB
LPXA	LPXC
LPXA	LPXD
LPXA	RPSB
LPXC	MURC
LPXC	SECA
LPXD	RPSB
LPXD	RPSG
LPXK	MSBA
LRP	TRXB
LSPA	RPST
LYSS	PRFB
MACA	MACB
MALT	MALY
MBHA	MOTA
MCRB	MCRC
MDH	SUCD
METE	METK
METG	PURF
METI	METN
METI	METQ
METI	NLPA
METK	RPSG
METK	SERA
METK	TKTA
METN	METQ
MGLA	MGLB
MGLA	MGLC
MGLB	MGLC
MINC	MIND
MINC	MINE
MIND	MINE
MOAA	MOAC
MOAA	MOAD
MOAA	MOAE
MOAA	MOEA
MOAB	MOAC
MOAB	MOAE
MOAC	MOAD
MOAC	MOAE
MOAC	MODA
MOAC	MOEA
MOAD	MOAE
MOAD	MOEB
MOBA	MOBB
MOBA	MOEA
MOBB	MOEA
MOBB	MOGA
MODA	MODE
MODE	MODF
MOEA	MOEB
MOEA	MOGA
MOTA	MOTB
MOTA	TAR
MOTB	TAR
MRAY	MURC
MRAY	MURD
MRAY	MURE
MRAY	MURF
MRCA	MRCB
MRCA	YRFE
MRCA	YRFF
MREB	YHDA
MSRA	YEAA
MUKB	SMTA
MURC	MURD
MURC	MURE
MURC	MURF
MURC	SECA
MURD	MURE
MURD	MURF
MURE	MURF
MURE	SECA
MUTM	PYRE
MUTM	RPMG
MUTT	SECA
NANA	NANT
NAPA	NAPB
NAPA	NAPD
NAPB	NAPD
NAPB	TORC
NAPG	NAPH
NFI	RPSG
NLPD	RPOS
NLPD	SURE
NLPI	NUSA
NLPI	RPSO
NRDA	NRDB
NRDA	NRDE
NRDA	NRDF
NRDA	UBIG
NRDB	NRDE
NRDE	NRDF
NTH	RNFB
NUOB	NUOC
NUOB	NUOI
NUOC	NUOI
NUOC	NUOL
NUOG	NUOI
NUOL	NUOM
NUOL	NUON
NUOM	NUON
NUSA	RIBF
NUSA	RPOA
NUSA	RPOB
NUSA	RPOC
NUSA	RPOD
NUSA	RPOH
NUSA	RPSG
NUSA	RPSJ
NUSA	RPSO
NUSA	YHBC
NUSB	RPSJ
NUSG	PRLA
NUSG	RECG
NUSG	RHO
NUSG	RPLA
NUSG	RPLB
NUSG	RPLD
NUSG	RPLE
NUSG	RPLF
NUSG	RPLK
NUSG	RPLL
NUSG	RPLP
NUSG	RPLQ
NUSG	RPLV
NUSG	RPOA
NUSG	RPOB
NUSG	RPOC
NUSG	RPSC
NUSG	RPSE
NUSG	RPSG
NUSG	RPSH
NUSG	RPSJ
NUSG	RPSM
NUSG	SECE
OMPA	PAL
OMPA	SECA
OMPA	SULA
OMPA	TOLB
OMPA	TONB
OMPC	TOLB
OMPR	PCKA
OMPR	PHOB
OMPR	PHOP
OMPR	PHOR
OMPR	TORR
OMPR	YEDW
OMPR	ZRAS
PABA	PABB
PABA	TRPC
PABA	TRPD
PABA	TRPE
PABB	TRPA
PABB	TRPB
PABB	TRPD
PABB	TRPE
PABC	TMK
PAL	RUVC
PAL	TOLA
PAL	TOLB
PAL	TOLQ
PAL	YBGC
PANB	PANC
PANB	PAND
PANC	PAND
PAND	PCNB
PCNB	PNP
PDXB	SERA
PDXB	TRUA
PDXH	SERC
PDXH	TYRS
PEPD	PROA
PEPN	PYRD
PEPQ	YIGZ
PFKA	PGI
PFKA	PYKA
PFKA	PYKF
PFKA	TPIA
PFLA	PFLD
PFLA	YFID
PGI	PGK
PGK	TKTA
PGK	TPIA
PGSA	UVRC
PHEA	TYRA
PHES	RPLT
PHES	THRS
PHNA	PHNB
PHNC	YECS
PHNC	YHDY
PHOB	PHOP
PHOB	PHOR
PHOB	PHOU
PHOB	PSTA
PHOB	PSTB
PHOB	ZRAS
PHOP	PHOR
PHOP	PURB
PHOP	YGIY
PHOR	PHOU
PHOR	PSTA
PHOR	TORR
PHOR	YEDW
PHOU	PSTA
PHOU	PSTB
PHOU	PSTC
PHOU	PSTS
PIOO	RPSJ
PLDA	PLDB
PLSX	RPMF
PNP	RECA
PNP	RPSO
POTA	POTD
POTC	POTD
PQIA	PQIB
PQIA	YEBT
PQIB	YEBS
PRFB	RPLB
PRFB	RPLK
PRFB	RPLL
PRFB	RPSF
PRFB	RPSQ
PRFB	RPSR
PRFC	RPOB
PRFC	RPSG
PRIA	RECG
PRIA	RUVA
PRIB	RPSF
PRLA	RPLA
PRLA	RPLD
PRLA	RPLF
PRLA	RPLM
PRLA	RPLN
PRLA	RPLP
PRLA	RPLQ
PRLA	RPOA
PRLA	RPOH
PRLA	RPSA
PRLA	RPSD
PRLA	RPSE
PRLA	RPSH
PRLA	RPSI
PRLA	RPSJ
PRLA	RPSM
PRLA	SECA
PRLA	SECE
PROA	PROB
PROA	THRC
PROA	TRPB
PROA	TRPD
PROA	TRPE
PSPF	RPON
PSSA	YFIF
PSTA	PSTB
PSTA	PSTC
PSTA	PSTS
PSTB	PSTC
PSTB	PSTS
PSTC	PSTS
PTSN	RPON
PURB	PURC
PURB	PURL
PURB	TRMU
PURB	YCFC
PURC	PURE
PURC	PURF
PURC	PURK
PURC	PURL
PURC	PURM
PURD	PURE
PURD	PURF
PURD	PURH
PURD	PURK
PURD	PURL
PURD	PURM
PURD	PURN
PURD	RPOB
PURE	PURF
PURE	PURK
PURE	PURL
PURE	PURM
PURE	PURN
PURE	PURT
PURF	PURL
PURF	PURM
PURF	PYRD
PURF	UBIX
PURH	PURN
PURK	PURN
PURK	PURT
PURL	PURM
PURL	PURN
PURM	PURN
PURM	PURU
PURN	PURU
PURR	YDHB
PYKA	PYKF
PYRC	SERC
PYRC	SOLA
PYRD	UUP
PYRE	RECG
PYRE	RPH
PYRE	RPMB
PYRE	RPMG
PYRE	SPOT
PYRG	RELA
PYRH	RPSB
PYRH	TSF
QUEA	RUVB
QUEA	SECD
QUEA	SECF
QUEA	TGT
QUEA	YAJC
RECA	RECG
RECA	RECR
RECA	RPOD
RECA	RPOH
RECA	RPOS
RECA	RUVA
RECA	RUVB
RECA	SMS
RECA	UVRA
RECA	UVRB
RECA	UVRC
RECG	RECJ
RECG	RECN
RECG	RECR
RECG	RPOZ
RECG	RUVA
RECG	RUVB
RECG	SMS
RECG	SPOT
RECG	SSB
RECG	TRMH
RECJ	RUVA
RECJ	SMS
RECJ	XERD
RECN	RECR
RECN	RUVA
RECN	SMS
RECN	XSEA
RECR	RUVA
RECR	RUVB
RECR	UVRA
RECR	UVRC
RECR	YBAB
